BusinessPartner,Customer,Supplier,AcademicTitle,AuthorizationGroup,BusinessPartnerCategory,BusinessPartnerFullName,BusinessPartnerGrouping,BusinessPartnerName,BusinessPartnerUUID,CorrespondenceLanguage,CreatedByUser,CreationDate,CreationTime,FirstName,FormOfAddress,Industry,InternationalLocationNumber1,InternationalLocationNumber2,IsFemale,IsMale,IsNaturalPerson,IsSexUnknown,GenderCodeName,Language,LastChangeDate,LastChangeTime,LastChangedByUser,LastName,LegalForm,OrganizationBPName1,OrganizationBPName2,OrganizationBPName3,OrganizationBPName4,OrganizationFoundationDate,OrganizationLiquidationDate,SearchTerm1,SearchTerm2,AdditionalLastName,BirthDate,BusinessPartnerBirthDateStatus,BusinessPartnerBirthplaceName,BusinessPartnerDeathDate,BusinessPartnerIsBlocked,BusinessPartnerType,ETag,GroupBusinessPartnerName1,GroupBusinessPartnerName2,IndependentAddressID,InternationalLocationNumber3,MiddleName,NameCountry,NameFormat,PersonFullName,PersonNumber,IsMarkedForArchiving,BusinessPartnerIDByExtSystem,BusinessPartnerPrintFormat,BusinessPartnerOccupation,BusPartMaritalStatus,BusPartNationality,BusinessPartnerBirthName,BusinessPartnerSupplementName,NaturalPersonEmployerName,LastNamePrefix,LastNameSecondPrefix,Initials,BPDataControllerIsNotRequired,TradingPartner
r-10280294,r-10280294,r-10280294,0294,0294,4,BusinessPartnerFullName-10280294,0294,BusinessPartnerName-10280294,10280294-3234-4bef-95a8-0244729f1cff,94,ser-10280294,2005-04-09,22:59:53,FirstName-10280294,0294,y-10280294,0280294,80294,true,true,4,true,4,94,2010-01-06,22:59:53,ser-10280294,LastName-10280294,94,OrganizationBPName1-10280294,OrganizationBPName2-10280294,OrganizationBPName3-10280294,OrganizationBPName4-10280294,2008-12-28,2014-08-07,SearchTerm1-10280294,SearchTerm2-10280294,AdditionalLastName-10280294,2007-05-06,4,BusinessPartnerBirthplaceName-10280294,2017-12-22,true,0294,ETag-10280294,GroupBusinessPartnerName1-10280294,GroupBusinessPartnerName2-10280294,D-10280294,4,MiddleName-10280294,294,94,PersonFullName-10280294,r-10280294,true,ByExtSystem-10280294,4,0294,4,294,BusinessPartnerBirthName-10280294,0294,NaturalPersonEmployerName-10280294,0294,0294,s-10280294,true,280294
r-10280295,r-10280295,r-10280295,0295,0295,5,BusinessPartnerFullName-10280295,0295,BusinessPartnerName-10280295,10280295-3448-4d37-9ec8-fd95c5935cca,95,ser-10280295,2022-10-23,22:59:53,FirstName-10280295,0295,y-10280295,0280295,80295,false,false,5,false,5,95,2012-11-14,22:59:53,ser-10280295,LastName-10280295,95,OrganizationBPName1-10280295,OrganizationBPName2-10280295,OrganizationBPName3-10280295,OrganizationBPName4-10280295,2015-08-02,2014-10-19,SearchTerm1-10280295,SearchTerm2-10280295,AdditionalLastName-10280295,2014-08-09,5,BusinessPartnerBirthplaceName-10280295,2018-02-17,false,0295,ETag-10280295,GroupBusinessPartnerName1-10280295,GroupBusinessPartnerName2-10280295,D-10280295,5,MiddleName-10280295,295,95,PersonFullName-10280295,r-10280295,false,ByExtSystem-10280295,5,0295,5,295,BusinessPartnerBirthName-10280295,0295,NaturalPersonEmployerName-10280295,0295,0295,s-10280295,false,280295
r-10280296,r-10280296,r-10280296,0296,0296,6,BusinessPartnerFullName-10280296,0296,BusinessPartnerName-10280296,10280296-4b44-4223-b6f6-912475d07a28,96,ser-10280296,2012-02-01,22:59:53,FirstName-10280296,0296,y-10280296,0280296,80296,true,true,6,true,6,96,2003-09-12,22:59:53,ser-10280296,LastName-10280296,96,OrganizationBPName1-10280296,OrganizationBPName2-10280296,OrganizationBPName3-10280296,OrganizationBPName4-10280296,2009-04-21,2004-10-27,SearchTerm1-10280296,SearchTerm2-10280296,AdditionalLastName-10280296,2005-09-05,6,BusinessPartnerBirthplaceName-10280296,2008-06-02,true,0296,ETag-10280296,GroupBusinessPartnerName1-10280296,GroupBusinessPartnerName2-10280296,D-10280296,6,MiddleName-10280296,296,96,PersonFullName-10280296,r-10280296,true,ByExtSystem-10280296,6,0296,6,296,BusinessPartnerBirthName-10280296,0296,NaturalPersonEmployerName-10280296,0296,0296,s-10280296,true,280296
r-10280297,r-10280297,r-10280297,0297,0297,7,BusinessPartnerFullName-10280297,0297,BusinessPartnerName-10280297,10280297-67b8-40dd-b0a3-4a1cbf23de37,97,ser-10280297,2013-07-30,22:59:53,FirstName-10280297,0297,y-10280297,0280297,80297,false,false,7,false,7,97,2018-11-20,22:59:53,ser-10280297,LastName-10280297,97,OrganizationBPName1-10280297,OrganizationBPName2-10280297,OrganizationBPName3-10280297,OrganizationBPName4-10280297,2008-05-27,2018-12-19,SearchTerm1-10280297,SearchTerm2-10280297,AdditionalLastName-10280297,2019-12-10,7,BusinessPartnerBirthplaceName-10280297,2014-09-23,false,0297,ETag-10280297,GroupBusinessPartnerName1-10280297,GroupBusinessPartnerName2-10280297,D-10280297,7,MiddleName-10280297,297,97,PersonFullName-10280297,r-10280297,false,ByExtSystem-10280297,7,0297,7,297,BusinessPartnerBirthName-10280297,0297,NaturalPersonEmployerName-10280297,0297,0297,s-10280297,false,280297
r-10280298,r-10280298,r-10280298,0298,0298,8,BusinessPartnerFullName-10280298,0298,BusinessPartnerName-10280298,10280298-89da-489f-9c5e-6f277ef06657,98,ser-10280298,2001-11-10,22:59:53,FirstName-10280298,0298,y-10280298,0280298,80298,true,true,8,true,8,98,2006-07-11,22:59:53,ser-10280298,LastName-10280298,98,OrganizationBPName1-10280298,OrganizationBPName2-10280298,OrganizationBPName3-10280298,OrganizationBPName4-10280298,2020-11-24,2007-04-26,SearchTerm1-10280298,SearchTerm2-10280298,AdditionalLastName-10280298,2001-11-13,8,BusinessPartnerBirthplaceName-10280298,2016-03-03,true,0298,ETag-10280298,GroupBusinessPartnerName1-10280298,GroupBusinessPartnerName2-10280298,D-10280298,8,MiddleName-10280298,298,98,PersonFullName-10280298,r-10280298,true,ByExtSystem-10280298,8,0298,8,298,BusinessPartnerBirthName-10280298,0298,NaturalPersonEmployerName-10280298,0298,0298,s-10280298,true,280298
r-10280299,r-10280299,r-10280299,0299,0299,9,BusinessPartnerFullName-10280299,0299,BusinessPartnerName-10280299,10280299-1583-4f65-9d7b-bf29803005ef,99,ser-10280299,2010-11-27,22:59:53,FirstName-10280299,0299,y-10280299,0280299,80299,false,false,9,false,9,99,2008-12-20,22:59:53,ser-10280299,LastName-10280299,99,OrganizationBPName1-10280299,OrganizationBPName2-10280299,OrganizationBPName3-10280299,OrganizationBPName4-10280299,2012-04-25,2021-09-18,SearchTerm1-10280299,SearchTerm2-10280299,AdditionalLastName-10280299,2006-05-13,9,BusinessPartnerBirthplaceName-10280299,2020-01-04,false,0299,ETag-10280299,GroupBusinessPartnerName1-10280299,GroupBusinessPartnerName2-10280299,D-10280299,9,MiddleName-10280299,299,99,PersonFullName-10280299,r-10280299,false,ByExtSystem-10280299,9,0299,9,299,BusinessPartnerBirthName-10280299,0299,NaturalPersonEmployerName-10280299,0299,0299,s-10280299,false,280299
r-10280300,r-10280300,r-10280300,0300,0300,0,BusinessPartnerFullName-10280300,0300,BusinessPartnerName-10280300,10280300-dd66-4cae-8704-830daf2d1b43,00,ser-10280300,2004-04-10,22:59:53,FirstName-10280300,0300,y-10280300,0280300,80300,true,true,0,true,0,00,2018-09-24,22:59:53,ser-10280300,LastName-10280300,00,OrganizationBPName1-10280300,OrganizationBPName2-10280300,OrganizationBPName3-10280300,OrganizationBPName4-10280300,2001-12-05,2001-03-08,SearchTerm1-10280300,SearchTerm2-10280300,AdditionalLastName-10280300,2023-07-17,0,BusinessPartnerBirthplaceName-10280300,2021-06-20,true,0300,ETag-10280300,GroupBusinessPartnerName1-10280300,GroupBusinessPartnerName2-10280300,D-10280300,0,MiddleName-10280300,300,00,PersonFullName-10280300,r-10280300,true,ByExtSystem-10280300,0,0300,0,300,BusinessPartnerBirthName-10280300,0300,NaturalPersonEmployerName-10280300,0300,0300,s-10280300,true,280300
r-10280301,r-10280301,r-10280301,0301,0301,1,BusinessPartnerFullName-10280301,0301,BusinessPartnerName-10280301,10280301-5118-418f-b7bd-5439c2914f5a,01,ser-10280301,2004-06-29,22:59:53,FirstName-10280301,0301,y-10280301,0280301,80301,false,false,1,false,1,01,2014-10-04,22:59:53,ser-10280301,LastName-10280301,01,OrganizationBPName1-10280301,OrganizationBPName2-10280301,OrganizationBPName3-10280301,OrganizationBPName4-10280301,2011-12-04,2014-08-07,SearchTerm1-10280301,SearchTerm2-10280301,AdditionalLastName-10280301,2011-12-30,1,BusinessPartnerBirthplaceName-10280301,2019-10-17,false,0301,ETag-10280301,GroupBusinessPartnerName1-10280301,GroupBusinessPartnerName2-10280301,D-10280301,1,MiddleName-10280301,301,01,PersonFullName-10280301,r-10280301,false,ByExtSystem-10280301,1,0301,1,301,BusinessPartnerBirthName-10280301,0301,NaturalPersonEmployerName-10280301,0301,0301,s-10280301,false,280301
r-10280302,r-10280302,r-10280302,0302,0302,2,BusinessPartnerFullName-10280302,0302,BusinessPartnerName-10280302,10280302-2f6d-4248-998a-a57b8d65ef6a,02,ser-10280302,2020-08-25,22:59:53,FirstName-10280302,0302,y-10280302,0280302,80302,true,true,2,true,2,02,2005-05-30,22:59:53,ser-10280302,LastName-10280302,02,OrganizationBPName1-10280302,OrganizationBPName2-10280302,OrganizationBPName3-10280302,OrganizationBPName4-10280302,2007-10-21,2021-06-13,SearchTerm1-10280302,SearchTerm2-10280302,AdditionalLastName-10280302,2014-03-27,2,BusinessPartnerBirthplaceName-10280302,2002-06-17,true,0302,ETag-10280302,GroupBusinessPartnerName1-10280302,GroupBusinessPartnerName2-10280302,D-10280302,2,MiddleName-10280302,302,02,PersonFullName-10280302,r-10280302,true,ByExtSystem-10280302,2,0302,2,302,BusinessPartnerBirthName-10280302,0302,NaturalPersonEmployerName-10280302,0302,0302,s-10280302,true,280302
r-10280303,r-10280303,r-10280303,0303,0303,3,BusinessPartnerFullName-10280303,0303,BusinessPartnerName-10280303,10280303-b793-48b5-ac60-4762e712d04f,03,ser-10280303,2010-08-24,22:59:53,FirstName-10280303,0303,y-10280303,0280303,80303,false,false,3,false,3,03,2000-12-09,22:59:53,ser-10280303,LastName-10280303,03,OrganizationBPName1-10280303,OrganizationBPName2-10280303,OrganizationBPName3-10280303,OrganizationBPName4-10280303,2017-12-15,2007-12-07,SearchTerm1-10280303,SearchTerm2-10280303,AdditionalLastName-10280303,2006-06-18,3,BusinessPartnerBirthplaceName-10280303,2014-03-10,false,0303,ETag-10280303,GroupBusinessPartnerName1-10280303,GroupBusinessPartnerName2-10280303,D-10280303,3,MiddleName-10280303,303,03,PersonFullName-10280303,r-10280303,false,ByExtSystem-10280303,3,0303,3,303,BusinessPartnerBirthName-10280303,0303,NaturalPersonEmployerName-10280303,0303,0303,s-10280303,false,280303
r-10280304,r-10280304,r-10280304,0304,0304,4,BusinessPartnerFullName-10280304,0304,BusinessPartnerName-10280304,10280304-31e7-47eb-80eb-00cfdab04629,04,ser-10280304,2016-06-06,22:59:53,FirstName-10280304,0304,y-10280304,0280304,80304,true,true,4,true,4,04,2022-11-20,22:59:53,ser-10280304,LastName-10280304,04,OrganizationBPName1-10280304,OrganizationBPName2-10280304,OrganizationBPName3-10280304,OrganizationBPName4-10280304,2009-09-04,2019-06-09,SearchTerm1-10280304,SearchTerm2-10280304,AdditionalLastName-10280304,2011-03-25,4,BusinessPartnerBirthplaceName-10280304,2010-07-05,true,0304,ETag-10280304,GroupBusinessPartnerName1-10280304,GroupBusinessPartnerName2-10280304,D-10280304,4,MiddleName-10280304,304,04,PersonFullName-10280304,r-10280304,true,ByExtSystem-10280304,4,0304,4,304,BusinessPartnerBirthName-10280304,0304,NaturalPersonEmployerName-10280304,0304,0304,s-10280304,true,280304
r-10280305,r-10280305,r-10280305,0305,0305,5,BusinessPartnerFullName-10280305,0305,BusinessPartnerName-10280305,10280305-32dc-4b75-9152-bc26daf664b4,05,ser-10280305,2016-07-17,22:59:53,FirstName-10280305,0305,y-10280305,0280305,80305,false,false,5,false,5,05,2022-01-04,22:59:53,ser-10280305,LastName-10280305,05,OrganizationBPName1-10280305,OrganizationBPName2-10280305,OrganizationBPName3-10280305,OrganizationBPName4-10280305,2023-01-22,2001-03-20,SearchTerm1-10280305,SearchTerm2-10280305,AdditionalLastName-10280305,2002-05-13,5,BusinessPartnerBirthplaceName-10280305,2023-05-04,false,0305,ETag-10280305,GroupBusinessPartnerName1-10280305,GroupBusinessPartnerName2-10280305,D-10280305,5,MiddleName-10280305,305,05,PersonFullName-10280305,r-10280305,false,ByExtSystem-10280305,5,0305,5,305,BusinessPartnerBirthName-10280305,0305,NaturalPersonEmployerName-10280305,0305,0305,s-10280305,false,280305
r-10280306,r-10280306,r-10280306,0306,0306,6,BusinessPartnerFullName-10280306,0306,BusinessPartnerName-10280306,10280306-983d-4b12-9231-71547fac1c24,06,ser-10280306,2019-09-16,22:59:53,FirstName-10280306,0306,y-10280306,0280306,80306,true,true,6,true,6,06,2004-11-07,22:59:53,ser-10280306,LastName-10280306,06,OrganizationBPName1-10280306,OrganizationBPName2-10280306,OrganizationBPName3-10280306,OrganizationBPName4-10280306,2010-02-14,2017-05-18,SearchTerm1-10280306,SearchTerm2-10280306,AdditionalLastName-10280306,2003-12-03,6,BusinessPartnerBirthplaceName-10280306,2001-07-30,true,0306,ETag-10280306,GroupBusinessPartnerName1-10280306,GroupBusinessPartnerName2-10280306,D-10280306,6,MiddleName-10280306,306,06,PersonFullName-10280306,r-10280306,true,ByExtSystem-10280306,6,0306,6,306,BusinessPartnerBirthName-10280306,0306,NaturalPersonEmployerName-10280306,0306,0306,s-10280306,true,280306
r-10280307,r-10280307,r-10280307,0307,0307,7,BusinessPartnerFullName-10280307,0307,BusinessPartnerName-10280307,10280307-e97a-4d89-b450-337069460ba6,07,ser-10280307,2004-03-13,22:59:53,FirstName-10280307,0307,y-10280307,0280307,80307,false,false,7,false,7,07,2002-11-09,22:59:53,ser-10280307,LastName-10280307,07,OrganizationBPName1-10280307,OrganizationBPName2-10280307,OrganizationBPName3-10280307,OrganizationBPName4-10280307,2015-04-03,2022-09-19,SearchTerm1-10280307,SearchTerm2-10280307,AdditionalLastName-10280307,2007-04-24,7,BusinessPartnerBirthplaceName-10280307,2019-12-18,false,0307,ETag-10280307,GroupBusinessPartnerName1-10280307,GroupBusinessPartnerName2-10280307,D-10280307,7,MiddleName-10280307,307,07,PersonFullName-10280307,r-10280307,false,ByExtSystem-10280307,7,0307,7,307,BusinessPartnerBirthName-10280307,0307,NaturalPersonEmployerName-10280307,0307,0307,s-10280307,false,280307
r-10280308,r-10280308,r-10280308,0308,0308,8,BusinessPartnerFullName-10280308,0308,BusinessPartnerName-10280308,10280308-6a2a-4516-80a6-4f49b102aa29,08,ser-10280308,2009-12-09,22:59:53,FirstName-10280308,0308,y-10280308,0280308,80308,true,true,8,true,8,08,2002-05-13,22:59:53,ser-10280308,LastName-10280308,08,OrganizationBPName1-10280308,OrganizationBPName2-10280308,OrganizationBPName3-10280308,OrganizationBPName4-10280308,2003-02-08,2015-12-11,SearchTerm1-10280308,SearchTerm2-10280308,AdditionalLastName-10280308,2020-02-18,8,BusinessPartnerBirthplaceName-10280308,2008-09-12,true,0308,ETag-10280308,GroupBusinessPartnerName1-10280308,GroupBusinessPartnerName2-10280308,D-10280308,8,MiddleName-10280308,308,08,PersonFullName-10280308,r-10280308,true,ByExtSystem-10280308,8,0308,8,308,BusinessPartnerBirthName-10280308,0308,NaturalPersonEmployerName-10280308,0308,0308,s-10280308,true,280308
r-10280309,r-10280309,r-10280309,0309,0309,9,BusinessPartnerFullName-10280309,0309,BusinessPartnerName-10280309,10280309-1a56-4cad-bc4a-b3e00ca8a960,09,ser-10280309,2021-10-26,22:59:53,FirstName-10280309,0309,y-10280309,0280309,80309,false,false,9,false,9,09,2021-09-16,22:59:53,ser-10280309,LastName-10280309,09,OrganizationBPName1-10280309,OrganizationBPName2-10280309,OrganizationBPName3-10280309,OrganizationBPName4-10280309,2020-05-26,2005-01-05,SearchTerm1-10280309,SearchTerm2-10280309,AdditionalLastName-10280309,2001-10-18,9,BusinessPartnerBirthplaceName-10280309,2020-04-29,false,0309,ETag-10280309,GroupBusinessPartnerName1-10280309,GroupBusinessPartnerName2-10280309,D-10280309,9,MiddleName-10280309,309,09,PersonFullName-10280309,r-10280309,false,ByExtSystem-10280309,9,0309,9,309,BusinessPartnerBirthName-10280309,0309,NaturalPersonEmployerName-10280309,0309,0309,s-10280309,false,280309
r-10280310,r-10280310,r-10280310,0310,0310,0,BusinessPartnerFullName-10280310,0310,BusinessPartnerName-10280310,10280310-0150-462c-b0cb-94e31722959c,10,ser-10280310,2000-04-30,22:59:53,FirstName-10280310,0310,y-10280310,0280310,80310,true,true,0,true,0,10,2005-05-30,22:59:53,ser-10280310,LastName-10280310,10,OrganizationBPName1-10280310,OrganizationBPName2-10280310,OrganizationBPName3-10280310,OrganizationBPName4-10280310,2012-04-10,2014-04-16,SearchTerm1-10280310,SearchTerm2-10280310,AdditionalLastName-10280310,2016-02-08,0,BusinessPartnerBirthplaceName-10280310,2006-01-10,true,0310,ETag-10280310,GroupBusinessPartnerName1-10280310,GroupBusinessPartnerName2-10280310,D-10280310,0,MiddleName-10280310,310,10,PersonFullName-10280310,r-10280310,true,ByExtSystem-10280310,0,0310,0,310,BusinessPartnerBirthName-10280310,0310,NaturalPersonEmployerName-10280310,0310,0310,s-10280310,true,280310
r-10280311,r-10280311,r-10280311,0311,0311,1,BusinessPartnerFullName-10280311,0311,BusinessPartnerName-10280311,10280311-06f2-4fcd-9cf4-b658b3766253,11,ser-10280311,2020-06-06,22:59:53,FirstName-10280311,0311,y-10280311,0280311,80311,false,false,1,false,1,11,2010-05-03,22:59:53,ser-10280311,LastName-10280311,11,OrganizationBPName1-10280311,OrganizationBPName2-10280311,OrganizationBPName3-10280311,OrganizationBPName4-10280311,2008-11-23,2003-08-01,SearchTerm1-10280311,SearchTerm2-10280311,AdditionalLastName-10280311,2006-08-07,1,BusinessPartnerBirthplaceName-10280311,2010-01-20,false,0311,ETag-10280311,GroupBusinessPartnerName1-10280311,GroupBusinessPartnerName2-10280311,D-10280311,1,MiddleName-10280311,311,11,PersonFullName-10280311,r-10280311,false,ByExtSystem-10280311,1,0311,1,311,BusinessPartnerBirthName-10280311,0311,NaturalPersonEmployerName-10280311,0311,0311,s-10280311,false,280311
r-10280312,r-10280312,r-10280312,0312,0312,2,BusinessPartnerFullName-10280312,0312,BusinessPartnerName-10280312,10280312-3272-4cf2-99f8-dc214ad82cf5,12,ser-10280312,2012-08-06,22:59:53,FirstName-10280312,0312,y-10280312,0280312,80312,true,true,2,true,2,12,2000-11-11,22:59:53,ser-10280312,LastName-10280312,12,OrganizationBPName1-10280312,OrganizationBPName2-10280312,OrganizationBPName3-10280312,OrganizationBPName4-10280312,2010-06-17,2023-02-26,SearchTerm1-10280312,SearchTerm2-10280312,AdditionalLastName-10280312,2008-11-27,2,BusinessPartnerBirthplaceName-10280312,2020-12-24,true,0312,ETag-10280312,GroupBusinessPartnerName1-10280312,GroupBusinessPartnerName2-10280312,D-10280312,2,MiddleName-10280312,312,12,PersonFullName-10280312,r-10280312,true,ByExtSystem-10280312,2,0312,2,312,BusinessPartnerBirthName-10280312,0312,NaturalPersonEmployerName-10280312,0312,0312,s-10280312,true,280312
r-10280313,r-10280313,r-10280313,0313,0313,3,BusinessPartnerFullName-10280313,0313,BusinessPartnerName-10280313,10280313-caf0-4b42-a329-e47525af5275,13,ser-10280313,2005-06-04,22:59:53,FirstName-10280313,0313,y-10280313,0280313,80313,false,false,3,false,3,13,2021-05-26,22:59:53,ser-10280313,LastName-10280313,13,OrganizationBPName1-10280313,OrganizationBPName2-10280313,OrganizationBPName3-10280313,OrganizationBPName4-10280313,2007-02-18,2020-10-24,SearchTerm1-10280313,SearchTerm2-10280313,AdditionalLastName-10280313,2014-10-17,3,BusinessPartnerBirthplaceName-10280313,2013-11-14,false,0313,ETag-10280313,GroupBusinessPartnerName1-10280313,GroupBusinessPartnerName2-10280313,D-10280313,3,MiddleName-10280313,313,13,PersonFullName-10280313,r-10280313,false,ByExtSystem-10280313,3,0313,3,313,BusinessPartnerBirthName-10280313,0313,NaturalPersonEmployerName-10280313,0313,0313,s-10280313,false,280313
r-10280314,r-10280314,r-10280314,0314,0314,4,BusinessPartnerFullName-10280314,0314,BusinessPartnerName-10280314,10280314-a0a2-4f08-ab0b-4ecaa2178760,14,ser-10280314,2006-06-18,22:59:53,FirstName-10280314,0314,y-10280314,0280314,80314,true,true,4,true,4,14,2015-01-14,22:59:53,ser-10280314,LastName-10280314,14,OrganizationBPName1-10280314,OrganizationBPName2-10280314,OrganizationBPName3-10280314,OrganizationBPName4-10280314,2014-03-10,2019-04-24,SearchTerm1-10280314,SearchTerm2-10280314,AdditionalLastName-10280314,2010-04-18,4,BusinessPartnerBirthplaceName-10280314,2022-07-04,true,0314,ETag-10280314,GroupBusinessPartnerName1-10280314,GroupBusinessPartnerName2-10280314,D-10280314,4,MiddleName-10280314,314,14,PersonFullName-10280314,r-10280314,true,ByExtSystem-10280314,4,0314,4,314,BusinessPartnerBirthName-10280314,0314,NaturalPersonEmployerName-10280314,0314,0314,s-10280314,true,280314
r-10280315,r-10280315,r-10280315,0315,0315,5,BusinessPartnerFullName-10280315,0315,BusinessPartnerName-10280315,10280315-a87d-4500-ab61-4c298c1a121d,15,ser-10280315,2010-05-21,22:59:53,FirstName-10280315,0315,y-10280315,0280315,80315,false,false,5,false,5,15,2012-04-16,22:59:53,ser-10280315,LastName-10280315,15,OrganizationBPName1-10280315,OrganizationBPName2-10280315,OrganizationBPName3-10280315,OrganizationBPName4-10280315,2004-11-04,2005-08-28,SearchTerm1-10280315,SearchTerm2-10280315,AdditionalLastName-10280315,2001-10-24,5,BusinessPartnerBirthplaceName-10280315,2013-03-26,false,0315,ETag-10280315,GroupBusinessPartnerName1-10280315,GroupBusinessPartnerName2-10280315,D-10280315,5,MiddleName-10280315,315,15,PersonFullName-10280315,r-10280315,false,ByExtSystem-10280315,5,0315,5,315,BusinessPartnerBirthName-10280315,0315,NaturalPersonEmployerName-10280315,0315,0315,s-10280315,false,280315
r-10280316,r-10280316,r-10280316,0316,0316,6,BusinessPartnerFullName-10280316,0316,BusinessPartnerName-10280316,10280316-f8b3-4896-9fca-140fa49ffe66,16,ser-10280316,2008-01-23,22:59:53,FirstName-10280316,0316,y-10280316,0280316,80316,true,true,6,true,6,16,2012-01-17,22:59:53,ser-10280316,LastName-10280316,16,OrganizationBPName1-10280316,OrganizationBPName2-10280316,OrganizationBPName3-10280316,OrganizationBPName4-10280316,2010-10-03,2016-03-01,SearchTerm1-10280316,SearchTerm2-10280316,AdditionalLastName-10280316,2023-11-25,6,BusinessPartnerBirthplaceName-10280316,2004-08-01,true,0316,ETag-10280316,GroupBusinessPartnerName1-10280316,GroupBusinessPartnerName2-10280316,D-10280316,6,MiddleName-10280316,316,16,PersonFullName-10280316,r-10280316,true,ByExtSystem-10280316,6,0316,6,316,BusinessPartnerBirthName-10280316,0316,NaturalPersonEmployerName-10280316,0316,0316,s-10280316,true,280316
r-10280317,r-10280317,r-10280317,0317,0317,7,BusinessPartnerFullName-10280317,0317,BusinessPartnerName-10280317,10280317-5ddf-4e76-bb4b-c3467309bcb3,17,ser-10280317,2006-05-31,22:59:53,FirstName-10280317,0317,y-10280317,0280317,80317,false,false,7,false,7,17,2006-12-01,22:59:53,ser-10280317,LastName-10280317,17,OrganizationBPName1-10280317,OrganizationBPName2-10280317,OrganizationBPName3-10280317,OrganizationBPName4-10280317,2012-06-15,2008-01-21,SearchTerm1-10280317,SearchTerm2-10280317,AdditionalLastName-10280317,2020-02-24,7,BusinessPartnerBirthplaceName-10280317,2017-02-20,false,0317,ETag-10280317,GroupBusinessPartnerName1-10280317,GroupBusinessPartnerName2-10280317,D-10280317,7,MiddleName-10280317,317,17,PersonFullName-10280317,r-10280317,false,ByExtSystem-10280317,7,0317,7,317,BusinessPartnerBirthName-10280317,0317,NaturalPersonEmployerName-10280317,0317,0317,s-10280317,false,280317
r-10280318,r-10280318,r-10280318,0318,0318,8,BusinessPartnerFullName-10280318,0318,BusinessPartnerName-10280318,10280318-506b-4c54-90ae-700b4ee47439,18,ser-10280318,2001-08-10,22:59:53,FirstName-10280318,0318,y-10280318,0280318,80318,true,true,8,true,8,18,2001-06-19,22:59:53,ser-10280318,LastName-10280318,18,OrganizationBPName1-10280318,OrganizationBPName2-10280318,OrganizationBPName3-10280318,OrganizationBPName4-10280318,2022-09-10,2013-09-12,SearchTerm1-10280318,SearchTerm2-10280318,AdditionalLastName-10280318,2009-02-17,8,BusinessPartnerBirthplaceName-10280318,2014-04-07,true,0318,ETag-10280318,GroupBusinessPartnerName1-10280318,GroupBusinessPartnerName2-10280318,D-10280318,8,MiddleName-10280318,318,18,PersonFullName-10280318,r-10280318,true,ByExtSystem-10280318,8,0318,8,318,BusinessPartnerBirthName-10280318,0318,NaturalPersonEmployerName-10280318,0318,0318,s-10280318,true,280318
r-10280319,r-10280319,r-10280319,0319,0319,9,BusinessPartnerFullName-10280319,0319,BusinessPartnerName-10280319,10280319-fb68-4f4e-ae72-c7ec0a78ae04,19,ser-10280319,2006-04-15,22:59:53,FirstName-10280319,0319,y-10280319,0280319,80319,false,false,9,false,9,19,2003-09-02,22:59:53,ser-10280319,LastName-10280319,19,OrganizationBPName1-10280319,OrganizationBPName2-10280319,OrganizationBPName3-10280319,OrganizationBPName4-10280319,2013-05-30,2000-09-16,SearchTerm1-10280319,SearchTerm2-10280319,AdditionalLastName-10280319,2017-09-16,9,BusinessPartnerBirthplaceName-10280319,2021-07-24,false,0319,ETag-10280319,GroupBusinessPartnerName1-10280319,GroupBusinessPartnerName2-10280319,D-10280319,9,MiddleName-10280319,319,19,PersonFullName-10280319,r-10280319,false,ByExtSystem-10280319,9,0319,9,319,BusinessPartnerBirthName-10280319,0319,NaturalPersonEmployerName-10280319,0319,0319,s-10280319,false,280319
r-10280320,r-10280320,r-10280320,0320,0320,0,BusinessPartnerFullName-10280320,0320,BusinessPartnerName-10280320,10280320-2b3c-404b-a091-0511084c3a94,20,ser-10280320,2014-12-04,22:59:53,FirstName-10280320,0320,y-10280320,0280320,80320,true,true,0,true,0,20,2011-12-04,22:59:53,ser-10280320,LastName-10280320,20,OrganizationBPName1-10280320,OrganizationBPName2-10280320,OrganizationBPName3-10280320,OrganizationBPName4-10280320,2016-11-29,2015-09-02,SearchTerm1-10280320,SearchTerm2-10280320,AdditionalLastName-10280320,2000-05-07,0,BusinessPartnerBirthplaceName-10280320,2022-10-29,true,0320,ETag-10280320,GroupBusinessPartnerName1-10280320,GroupBusinessPartnerName2-10280320,D-10280320,0,MiddleName-10280320,320,20,PersonFullName-10280320,r-10280320,true,ByExtSystem-10280320,0,0320,0,320,BusinessPartnerBirthName-10280320,0320,NaturalPersonEmployerName-10280320,0320,0320,s-10280320,true,280320
